ID,ALERTCATEGORY,ALERTID,ALERTSOURCE,USERID,USERNAME,THREATID,THREATNAME,THREATCATEGORY,THREATSEVERITY,TIMESTAMP,TICKETINCIDENTTYPE,SOURCEIP,HOSTHOSTNAME,DEVICENAME,DESTINATIONIP,FILENAME,EMAILQUALIFICATION,EMAILREPLYTO,EMAILSUBJECT,EMAILTO,TICKETCONCLUSION,THREATTECHNICID,TICKETNUMBER,TICKETEXTERNALID,TICKETIMPACT,TICKETINCIDENTSTATUS,TICKETNOTIFICATIONDATE,TICKETOPENEDDATE,TICKETPRIORITY,TICKETQUALIFICATION,TICKETQUALIFICATIONDATE,TICKETREPORTDATE,TICKETSERVICE,MITRETACTICNAME,MITRETECHNIQUEID,OS,OSVERSION,COUNTRY,SERVICESTATE,ACCOUNT,CATEGORY,CLOSEREASON,CREATED,OCCURRED,OPENDURATION,CLOSED,TYPE,SEVERITY,VERSION,RUNSTATUS,INVESTIGATIONID,NOTIFYTIME,DATE_LOAD,RULENAME,SOURCEURGENCY,ISOLATED,REASON_OF_ISOLATION,ISOLATION_RISK,ISOLATION_KEY_REASON,ISOLATION_DATE,CLOSENOTES,LINKEDINCIDENTS,LINKEDCOUNT,AUTO_ISOLATION,REASON_OF_UNISOLATION,UNISOLATION_DATE,SOURCE_INSTANCE,SOURCE_BRAND,CUSTOMER_TARGETED,RISK_SCORE,LOAD_DATE,rn
1587260,None,None,None,None,None,None,None,None,threat_severity,2025-03-21T10:05:15+00:00,ssg_other,None,frdsi0slspkv08.fr.ghc.local,VM-FLORES,server,Files/SI/SECURITY/SOAR/stix-incidents-CUST-002_2025-05-28.json,None,None,None,None,None,None,None,None,None,New,None,None,None,None,None,None,None,None,None,None,None,None,None,CUST-002,None,Duplicate,2025-03-21T10:11:05+00:00,2025-03-21T10:05:15+00:00,247591,2025-03-24T06:57:36.560269111Z,generic-default_case,3.0,None,None,1587260,None,,668_786-generic-t1087-account_discovery-active_directory_sensitive_group_discovery,None,False,None,None,None,None,Duplicate to #1587256,"['1587258', '1587256']",2,None,None,None,Splunk CUST-002,generic-splunk,None,None,2025-06-10 08:46:30,1
1587286,None,None,None,None,rleblanc.ADM,None,None,None,threat_severity,2025-03-21T10:21:16+00:00,ssg_other,None,frdsi0slspkv08.fr.ghc.local,wpocansible01,server,Files/SI/SECURITY/SOAR/stix-incidents-CUST-002_2025-05-28.json,None,None,None,None,None,None,None,None,None,New,None,None,None,None,None,None,None,None,None,None,None,,None,CUST-002,None,False Positive,2025-03-21T10:25:12+00:00,2025-03-21T10:21:16+00:00,245645,2025-03-24T06:39:17.356428426Z,generic-t1016,3.0,None,None,1587286,None,,795_964-generic-t1016-system_network_configuration_discovery-list_firewall_policy_through_netsh,None,False,None,None,None,None,"FP: Creation of a firewall rule using Netsh to allow the Windows Remote Management traffic with HTTPS.
Modification performed by rleblanc.ADM.
Nothing suspicious around the detection. No discovery performed. RAS",None,0,None,None,None,Splunk CUST-002,generic-splunk,None,None,2025-06-10 08:46:30,1
1587305,None,None,None,None,None,None,None,None,threat_severity,2025-03-21T10:31:12+00:00,ssg_intrusions,None,frdsi0slspkv08.fr.ghc.local,wpocansible01,server,Files/SI/SECURITY/SOAR/stix-incidents-CUST-002_2025-05-28.json,None,None,None,None,None,None,None,None,None,New,None,None,None,None,None,None,None,None,None,None,None,None,None,CUST-002,None,False Positive,2025-03-21T10:35:13+00:00,2025-03-21T10:31:12+00:00,234422,2025-03-24T03:42:15.960525377Z,generic-t1068,3.0,None,None,1587305,None,,462_995-generic-t1068-exploitation_for_privilege_escalation-add_user_to_high_privilege_groups,None,False,None,None,None,None,"FP:  Looking up ""wpocansible01.marc.fr.ssg"" on IDcard shows that user ""rleblanc.ADM"" added 3 new members named ""RnD-lautomation.SVC"", ""rndlsrv"", and ""winroot"" to the group of privileges users. Their SID value matches the object_id attribute in Splunk logs.  Pivoting on the Logon_ID attribute in Splunk, no associated malicious activity found. ",None,0,None,None,None,Splunk CUST-002,generic-splunk,None,None,2025-06-10 08:46:30,1
1587327,None,None,None,None,rleblanc.ADM,None,None,None,threat_severity,2025-03-21T10:40:25+00:00,ssg_other,None,frdsi0slspkv08.fr.ghc.local,wmarcadmexplt01,server,Files/SI/SECURITY/SOAR/stix-incidents-CUST-002_2025-05-28.json,None,None,A scheduled task was updated,None,None,None,None,None,None,New,None,None,None,None,None,None,None,None,None,None,None,,None,CUST-002,None,False Positive,2025-03-21T10:46:16+00:00,2025-03-21T10:40:25+00:00,244960,2025-03-24T06:48:56.124246275Z,generic-default_case,1.0,None,None,1587327,None,,139_166-generic-t1053-scheduled_task-scheduled_task_modification,None,False,None,None,None,None,"FP: the admin user rleblanc.ADM via CRP-infradepot.SVC added the schedule task: ""Powershell.exe -noprofile -file 'F:\Repository\script\copyfiles.ps1'""
Pivoting on the non admin account of the user, the connections are made from his registered device. Nothing suspicious",None,0,None,None,None,Splunk CUST-002,generic-splunk,None,None,2025-06-10 08:46:30,1
1587359,None,None,None,None,None,None,None,None,threat_severity,2025-03-21T11:00:59+00:00,ssg_intrusions,None,frdsi0slspkv08.fr.ghc.local,wpocansible01,server,Files/SI/SECURITY/SOAR/stix-incidents-CUST-002_2025-05-28.json,None,None,None,None,None,None,None,None,None,New,None,None,None,None,None,None,None,None,None,None,None,None,None,CUST-002,None,False Positive,2025-03-21T11:06:01+00:00,2025-03-21T11:00:59+00:00,232677,2025-03-24T03:43:58.042172063Z,generic-t1068,3.0,None,None,1587359,None,,462_995-generic-t1068-exploitation_for_privilege_escalation-add_user_to_high_privilege_groups,None,False,None,None,None,None,"FP:  Looking up ""wpocansible01.marc.fr.ssg"" on IDcard shows that user ""rleblanc.ADM"" added 3 new members named ""RnD-lautomation.SVC"", ""rndlsrv"", and ""winroot"" to the group of privileges users. Their SID value matches the object_id attribute in Splunk logs.  Pivoting on the Logon_ID attribute in Splunk, no associated malicious activity found. ",None,0,None,None,None,Splunk CUST-002,generic-splunk,None,None,2025-06-10 08:46:30,1
1587386,None,None,None,None,crp-lautomation.SVC,None,None,None,threat_severity,2025-03-21T11:15:35+00:00,ssg_intrusions,None,frdsi0slspkv08.fr.ghc.local,winfraadm02,server,Files/SI/SECURITY/SOAR/stix-incidents-CUST-002_2025-05-28.json,None,None,None,None,None,None,None,None,None,New,None,None,None,None,None,None,None,None,None,None,None,None,None,CUST-002,None,False Positive,2025-03-21T11:20:34+00:00,2025-03-21T11:15:35+00:00,254851,2025-03-24T10:08:05.657002128Z,generic-t1098,1.0,None,None,1587386,None,,878_820-generic-t1098-account_manipulation-account_creation_then_deletion_windows,None,False,None,None,None,None,"FP : trigg for creation and deletion of the account ""crp-lautomation.SVC"" on winfraadm02. Pivot on user activity on the asset, no event 4720 (creation) or 4726 (deletion). No trigg when we reload the search. Probably a probleme with the subsearch during first execution
",None,0,None,None,None,Splunk CUST-002,generic-splunk,None,None,2025-06-10 08:46:30,1
1587446,None,None,None,None,mpoersch,None,None,None,threat_severity,2025-03-21T11:50:15+00:00,ssg_other,None,frdsi0slspkv08.fr.ghc.local,wmarcbuild01,server,Files/SI/SECURITY/SOAR/stix-incidents-CUST-002_2025-05-28.json,None,None,None,None,None,None,None,None,None,New,None,None,None,None,None,None,None,None,None,None,None,Germany,None,CUST-002,None,False Positive,2025-03-21T11:55:37+00:00,2025-03-21T11:50:15+00:00,249663,2025-03-24T09:16:40.074816274Z,generic-default_case,2.0,None,None,1587446,None,,117_780-generic-t1560-archive_collected_data-encrypted_archive_creation,None,False,None,None,None,None,"FP:  The user executed 7zG.exe with the options a (add) -ad (Show dialog box in GUI version (7zg)) -saa (Save Archive Attributes) to create an archive of the folder ""\\wmarcdelivery02.z-marc.fr.ssg\Kunden\MCE\auslieferung\prod\Topdesk\server\gplroot_MCE_24_2"". No exfiltration observed pivoting on the device. No suspicious activity by the user.",None,0,None,None,None,Splunk CUST-002,generic-splunk,None,None,2025-06-10 08:46:30,1
1589665,None,None,WindowsDefenderAtp,None,No result returned,None,None,Execution,threat_severity,2025-03-22T09:42:45.8678996Z,ssg_other,None,None,swazannible02,server,Files/SI/SECURITY/SOAR/stix-incidents-CUST-002_2025-05-28.json,None,None,None,None,None,None,None,None,None,New,None,None,None,None,None,None,None,Execution,None,None,None,None,None,CUST-002,None,False Positive,2025-03-22T09:48:37+00:00,2025-03-22T09:47:45.75Z,281106,2025-03-25T15:53:43.63475645Z,generic-t1569_002,2.0,None,None,1589665,None,,Suspicious service launched,None,False,None,None,None,None,"FP : 3DEXPERIENCE (Dassault software) execution that launchs java files. No signs of malicious activity. 
",None,0,None,None,None,Defender MDE CUST-002,Microsoft Defender Advanced Threat Protection,None,None,2025-06-10 08:46:30,1
1589666,None,None,WindowsDefenderAtp,None,No result returned,None,None,DefenseEvasion,threat_severity,2025-03-22T09:46:10.297142Z,ssg_other,None,None,swazannible02,server,Files/SI/SECURITY/SOAR/stix-incidents-CUST-002_2025-05-28.json,None,None,None,None,None,None,None,None,None,New,None,None,None,None,None,None,None,DefenseEvasion,None,None,None,None,None,CUST-002,None,False Positive,2025-03-22T09:48:43+00:00,2025-03-22T09:47:55.4533333Z,281120,2025-03-25T15:54:03.170519635Z,generic-t1055,2.0,None,None,1589666,None,,A process was injected with potentially malicious code,None,False,None,None,None,None,"FP : 3DEXPERIENCE (Dassault software) execution that launchs java files. No signs of malicious activity. 
",None,0,None,None,None,Defender MDE CUST-002,Microsoft Defender Advanced Threat Protection,None,None,2025-06-10 08:46:30,1
1589667,None,None,WindowsDefenderAtp,None,No result returned,None,None,DefenseEvasion,threat_severity,2025-03-22T09:45:47.7709253Z,ssg_other,None,None,swazannible02,server,Files/SI/SECURITY/SOAR/stix-incidents-CUST-002_2025-05-28.json,None,None,None,None,None,None,None,None,None,New,None,None,None,None,None,None,None,DefenseEvasion,None,None,None,None,None,CUST-002,None,False Positive,2025-03-22T09:48:50+00:00,2025-03-22T09:47:55.5333333Z,281086,2025-03-25T15:53:36.236797037Z,generic-t1055,2.0,None,None,1589667,None,,A process was injected with potentially malicious code,None,False,None,None,None,None,"FP : 3DEXPERIENCE (Dassault software) execution that launchs java files. No signs of malicious activity. 
",None,0,None,None,None,Defender MDE CUST-002,Microsoft Defender Advanced Threat Protection,None,None,2025-06-10 08:46:30,1
